abbreviation,region name,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,DMT1 count,DMT2 count,DMT3 count,DMT4 count,DMT5 count,DMT6 count,DMT7 count,DMT8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
RR,Midbrain reticular nucleus retrorubral area,79.0,1028.0,355.0,397.0,689.0,353.0,548.0,1351.0,314.0,406.0,1120.0,707.0,370.0,448.0,427.0,274.0,268.0,369.0,644.0,303.0,312.0,353.0,514.0,537.0,1279.0,993.0,1810.0,479.0,796.0,272.0,1363.0,1051.0,440.0,163.0,588.0,1385.0,467.0,567.0,451.0,711.0,670.0,706.0,479.0,721.0,629.0,495.0,746.0,691.0,345.0,285.0,323.0,898.0,415.0,755.0,254.0,155.0,799.0,231.0,336.0,203.0,607.0,716.0,274.0,769.0
PN,Paranigral nucleus,6.0,171.0,4.0,22.0,26.0,1.0,33.0,26.0,5.0,33.0,79.0,65.0,35.0,48.0,24.0,11.0,16.0,7.0,59.0,21.0,26.0,16.0,22.0,26.0,27.0,32.0,370.0,0.0,6.0,15.0,195.0,32.0,25.0,20.0,59.0,64.0,42.0,18.0,64.0,61.0,88.0,150.0,115.0,81.0,102.0,100.0,108.0,178.0,9.0,30.0,1.0,6.0,33.0,61.0,30.0,0.0,98.0,7.0,0.0,1.0,34.0,84.0,6.0,121.0
VTA,Ventral tegmental area,107.0,4401.0,569.0,1252.0,917.0,934.0,980.0,1701.0,801.0,1032.0,1472.0,1097.0,1116.0,1933.0,658.0,640.0,411.0,689.0,697.0,310.0,600.0,767.0,862.0,634.0,1777.0,2317.0,4569.0,598.0,1426.0,984.0,4703.0,1488.0,920.0,297.0,1053.0,969.0,839.0,1475.0,972.0,1830.0,1322.0,1362.0,999.0,1005.0,1410.0,1180.0,1685.0,1440.0,405.0,646.0,578.0,1093.0,833.0,1300.0,1156.0,487.0,1683.0,260.0,632.0,579.0,703.0,1397.0,193.0,1459.0
SNr,Substantia nigra reticular part,252.0,12513.0,276.0,586.0,838.0,384.0,623.0,955.0,1480.0,633.0,916.0,824.0,845.0,3450.0,628.0,534.0,227.0,265.0,939.0,416.0,334.0,384.0,428.0,575.0,1532.0,1941.0,7163.0,243.0,1583.0,3340.0,6970.0,2283.0,564.0,509.0,277.0,524.0,642.0,1143.0,619.0,881.0,1772.0,1911.0,924.0,1525.0,1256.0,1336.0,2171.0,2015.0,242.0,469.0,320.0,752.0,343.0,603.0,542.0,526.0,1152.0,470.0,291.0,412.0,255.0,470.0,75.0,1014.0
SCO,Subcommissural organ,60.0,123.0,9.0,13.0,100.0,33.0,59.0,48.0,36.0,41.0,26.0,45.0,87.0,7.0,20.0,12.0,27.0,12.0,57.0,18.0,14.0,21.0,36.0,6.0,30.0,93.0,34.0,30.0,66.0,7.0,198.0,5.0,10.0,49.0,10.0,59.0,76.0,23.0,33.0,104.0,29.0,33.0,44.0,36.0,15.0,56.0,56.0,116.0,13.0,3.0,32.0,51.0,14.0,3.0,0.0,25.0,81.0,11.0,67.0,19.0,16.0,16.0,12.0,6.0
MEV,Midbrain trigeminal nucleus,0.0,42.0,166.0,95.0,61.0,75.0,98.0,69.0,39.0,84.0,126.0,91.0,63.0,98.0,63.0,62.0,21.0,63.0,39.0,23.0,33.0,38.0,53.0,44.0,139.0,56.0,49.0,40.0,90.0,67.0,5.0,69.0,45.0,54.0,59.0,198.0,79.0,129.0,86.0,166.0,122.0,84.0,76.0,113.0,79.0,84.0,80.0,69.0,67.0,23.0,54.0,160.0,44.0,30.0,50.0,28.0,91.0,49.0,66.0,16.0,53.0,34.0,3.0,47.0
PBG,Parabigeminal nucleus,35.0,350.0,11.0,17.0,141.0,2.0,41.0,51.0,89.0,20.0,26.0,11.0,32.0,17.0,12.0,6.0,2.0,4.0,12.0,2.0,3.0,0.0,14.0,1.0,9.0,29.0,209.0,34.0,34.0,129.0,79.0,73.0,54.0,119.0,45.0,208.0,11.0,8.0,12.0,3.0,25.0,17.0,13.0,53.0,12.0,25.0,13.0,22.0,12.0,32.0,9.0,11.0,113.0,97.0,11.0,69.0,70.0,125.0,16.0,9.0,40.0,37.0,37.0,264.0
SAG,Nucleus sagulum,31.0,802.0,104.0,129.0,126.0,124.0,124.0,251.0,158.0,120.0,235.0,194.0,159.0,79.0,58.0,27.0,22.0,79.0,138.0,33.0,64.0,12.0,90.0,31.0,422.0,423.0,741.0,167.0,175.0,305.0,1542.0,381.0,519.0,69.0,49.0,119.0,200.0,300.0,155.0,101.0,330.0,430.0,228.0,304.0,345.0,385.0,167.0,327.0,149.0,108.0,53.0,96.0,86.0,293.0,11.0,55.0,194.0,202.0,74.0,58.0,65.0,40.0,84.0,650.0
NB,Nucleus of the brachium of the inferior colliculus,402.0,609.0,504.0,186.0,140.0,1058.0,626.0,510.0,541.0,539.0,646.0,956.0,388.0,768.0,278.0,105.0,120.0,478.0,690.0,377.0,459.0,241.0,359.0,528.0,1182.0,959.0,1399.0,530.0,975.0,756.0,330.0,1566.0,321.0,198.0,583.0,341.0,417.0,386.0,423.0,613.0,776.0,783.0,533.0,625.0,423.0,519.0,280.0,587.0,417.0,559.0,399.0,777.0,437.0,158.0,454.0,462.0,732.0,497.0,540.0,241.0,283.0,121.0,81.0,541.0
IC,Inferior colliculus,18171.0,11248.0,22436.0,16546.0,53441.0,16691.0,31813.0,24482.0,25688.0,14873.0,37919.0,42068.0,17019.0,39126.0,24288.0,15644.0,14265.0,25184.0,17763.0,21601.0,27369.0,10735.0,19795.0,19991.0,35052.0,43403.0,73258.0,24364.0,43134.0,39158.0,23561.0,48423.0,52310.0,73726.0,30222.0,89277.0,32736.0,40592.0,51448.0,75974.0,48295.0,52848.0,42439.0,53122.0,30781.0,40638.0,33164.0,47746.0,28840.0,37337.0,14522.0,50403.0,35226.0,31619.0,21527.0,45730.0,43433.0,30093.0,24691.0,12011.0,35219.0,11671.0,9403.0,60046.0
SCs,Superior colliculus sensory related,18922.0,8403.0,11292.0,4818.0,46810.0,35913.0,23283.0,28643.0,23764.0,18560.0,19717.0,27600.0,9086.0,17419.0,12409.0,9816.0,13353.0,16527.0,15118.0,8489.0,14176.0,15749.0,13909.0,14224.0,23185.0,19959.0,35414.0,10724.0,15556.0,11774.0,6613.0,14436.0,21178.0,62234.0,12011.0,51910.0,22628.0,30651.0,29899.0,54052.0,26656.0,37891.0,27815.0,39936.0,32010.0,36379.0,34452.0,37298.0,13237.0,34142.0,14999.0,24293.0,16742.0,21920.0,8493.0,25749.0,50753.0,24800.0,20262.0,18382.0,24973.0,7160.0,4505.0,31072.0
MRN,Midbrain reticular nucleus,9983.0,48273.0,11171.0,8699.0,26631.0,18362.0,12779.0,20243.0,12813.0,18565.0,29397.0,22651.0,13157.0,15208.0,15083.0,8616.0,6917.0,9729.0,10469.0,3816.0,11020.0,12583.0,15109.0,12190.0,31515.0,27962.0,46351.0,12489.0,21356.0,18671.0,56499.0,20031.0,13568.0,10616.0,11254.0,29881.0,15038.0,31891.0,18375.0,29571.0,21512.0,27172.0,16308.0,21736.0,16882.0,22419.0,26672.0,26818.0,11762.0,11823.0,12635.0,23526.0,9389.0,7972.0,5134.0,5591.0,31780.0,13989.0,14048.0,8311.0,16214.0,13215.0,5713.0,16009.0
IV,Trochlear nucleus,0.0,59.0,9.0,10.0,68.0,15.0,29.0,29.0,2.0,40.0,45.0,48.0,11.0,35.0,38.0,8.0,13.0,7.0,24.0,5.0,7.0,23.0,48.0,19.0,42.0,95.0,138.0,20.0,41.0,8.0,48.0,20.0,124.0,20.0,10.0,89.0,14.0,51.0,23.0,126.0,42.0,70.0,38.0,51.0,16.0,83.0,84.0,63.0,9.0,33.0,0.0,27.0,28.0,30.0,3.0,8.0,45.0,15.0,25.0,0.0,65.0,12.0,19.0,75.0
NPC,Nucleus of the posterior commissure,2325.0,2508.0,1031.0,612.0,3367.0,1561.0,1463.0,2562.0,1652.0,2213.0,3086.0,2291.0,2782.0,2421.0,2334.0,670.0,1212.0,1370.0,1174.0,1435.0,1255.0,2174.0,2417.0,1550.0,2860.0,2082.0,4468.0,586.0,2469.0,1809.0,5627.0,2265.0,1775.0,3798.0,1493.0,4638.0,2662.0,3760.0,2510.0,5686.0,3707.0,4265.0,2712.0,3005.0,2864.0,3578.0,3397.0,3615.0,1252.0,679.0,1224.0,2590.0,2412.0,1458.0,606.0,681.0,3297.0,2862.0,1444.0,1461.0,2377.0,333.0,551.0,1494.0
VTN,Ventral tegmental nucleus,31.0,266.0,54.0,81.0,64.0,94.0,82.0,10.0,76.0,216.0,139.0,212.0,163.0,15.0,53.0,27.0,5.0,30.0,13.0,17.0,84.0,47.0,66.0,32.0,102.0,48.0,316.0,24.0,37.0,14.0,7.0,105.0,5.0,10.0,25.0,25.0,35.0,280.0,85.0,165.0,205.0,223.0,98.0,148.0,153.0,120.0,138.0,119.0,65.0,69.0,17.0,191.0,0.0,25.0,3.0,3.0,164.0,40.0,75.0,0.0,19.0,0.0,0.0,28.0
TRN,Tegmental reticular nucleus,224.0,2313.0,3261.0,2592.0,5844.0,2305.0,4352.0,3918.0,1536.0,5648.0,4794.0,6842.0,753.0,2280.0,3743.0,1158.0,706.0,2862.0,1312.0,2069.0,2512.0,1515.0,1607.0,582.0,1612.0,1105.0,7049.0,1365.0,810.0,1212.0,1393.0,1189.0,2418.0,2136.0,2146.0,4223.0,493.0,2988.0,2266.0,3861.0,4125.0,5578.0,2345.0,3686.0,2766.0,2691.0,5931.0,2819.0,498.0,633.0,516.0,4416.0,174.0,3007.0,548.0,393.0,3291.0,364.0,1029.0,169.0,1354.0,5912.0,961.0,8504.0
SUT,Supratrigeminal nucleus,143.0,1642.0,246.0,690.0,532.0,289.0,865.0,913.0,422.0,1027.0,993.0,598.0,140.0,558.0,481.0,277.0,78.0,354.0,464.0,257.0,249.0,149.0,395.0,173.0,724.0,421.0,1939.0,350.0,303.0,532.0,181.0,840.0,386.0,677.0,583.0,1637.0,789.0,797.0,571.0,1382.0,450.0,679.0,380.0,559.0,625.0,247.0,450.0,303.0,475.0,561.0,294.0,1254.0,426.0,534.0,174.0,263.0,801.0,212.0,143.0,15.0,560.0,249.0,389.0,877.0
SG,Supragenual nucleus,0.0,45.0,11.0,90.0,46.0,55.0,150.0,41.0,6.0,19.0,195.0,151.0,40.0,108.0,105.0,11.0,48.0,2.0,95.0,25.0,28.0,54.0,175.0,37.0,158.0,97.0,54.0,163.0,94.0,3.0,2.0,63.0,20.0,10.0,15.0,30.0,107.0,280.0,89.0,297.0,454.0,436.0,314.0,99.0,236.0,378.0,289.0,322.0,5.0,5.0,1.0,58.0,3.0,0.0,8.0,28.0,81.0,16.0,30.0,0.0,6.0,9.0,12.0,25.0
Pa4,Paratrochlear nucleus,14.0,128.0,15.0,14.0,91.0,42.0,25.0,13.0,20.0,49.0,37.0,35.0,17.0,13.0,41.0,17.0,3.0,6.0,7.0,0.0,12.0,20.0,18.0,5.0,68.0,113.0,214.0,21.0,49.0,7.0,115.0,39.0,30.0,5.0,5.0,89.0,12.0,52.0,18.0,89.0,104.0,100.0,48.0,90.0,70.0,120.0,140.0,113.0,13.0,40.0,2.0,35.0,3.0,8.0,0.0,0.0,91.0,38.0,59.0,4.0,47.0,19.0,0.0,22.0
PG,Pontine gray,2927.0,5099.0,1462.0,5101.0,6870.0,676.0,5875.0,2234.0,1224.0,8295.0,5848.0,10116.0,2782.0,3430.0,3385.0,4045.0,2560.0,4402.0,1380.0,4983.0,4285.0,3237.0,1647.0,1061.0,680.0,2462.0,17175.0,1265.0,2973.0,676.0,5662.0,2139.0,6433.0,12856.0,9059.0,17366.0,1386.0,2465.0,2220.0,5244.0,3614.0,6555.0,3115.0,3189.0,3698.0,3043.0,6198.0,2764.0,766.0,3321.0,384.0,9342.0,2293.0,6606.0,1707.0,2351.0,10382.0,2273.0,1531.0,536.0,5339.0,14727.0,2835.0,22910.0
PCG,Pontine central gray,46.0,1752.0,1926.0,1376.0,1601.0,2787.0,1393.0,1071.0,916.0,1803.0,3632.0,3094.0,1638.0,1357.0,2008.0,939.0,836.0,755.0,1428.0,864.0,1852.0,978.0,2673.0,1156.0,3423.0,2344.0,3976.0,1546.0,2419.0,565.0,61.0,1765.0,1488.0,2131.0,1716.0,3550.0,1717.0,4364.0,2980.0,5523.0,3718.0,4468.0,3215.0,3031.0,3378.0,4120.0,3339.0,3651.0,1971.0,702.0,845.0,3192.0,1109.0,885.0,902.0,1187.0,2464.0,842.0,1459.0,239.0,896.0,713.0,566.0,2222.0
PDTg,Posterodorsal tegmental nucleus,4.0,151.0,419.0,59.0,145.0,366.0,64.0,47.0,16.0,65.0,109.0,93.0,249.0,33.0,61.0,72.0,25.0,3.0,45.0,11.0,30.0,53.0,61.0,26.0,254.0,138.0,348.0,63.0,201.0,7.0,0.0,71.0,30.0,232.0,45.0,193.0,70.0,250.0,116.0,189.0,307.0,305.0,227.0,135.0,258.0,279.0,228.0,289.0,37.0,49.0,123.0,81.0,44.0,8.0,3.0,36.0,186.0,72.0,178.0,15.0,22.0,22.0,28.0,65.0
DTN,Dorsal tegmental nucleus,0.0,288.0,101.0,20.0,433.0,190.0,30.0,34.0,74.0,175.0,280.0,255.0,119.0,141.0,86.0,95.0,29.0,39.0,195.0,44.0,252.0,68.0,346.0,33.0,253.0,155.0,503.0,228.0,129.0,162.0,10.0,379.0,104.0,183.0,247.0,213.0,77.0,341.0,27.0,399.0,909.0,1132.0,659.0,672.0,531.0,962.0,355.0,1214.0,28.0,117.0,113.0,166.0,64.0,36.0,19.0,124.0,366.0,85.0,98.0,36.0,137.0,72.0,72.0,159.0
B,Barrington's nucleus,7.0,32.0,101.0,167.0,57.0,126.0,252.0,250.0,107.0,168.0,353.0,254.0,98.0,82.0,184.0,66.0,63.0,150.0,38.0,139.0,78.0,111.0,189.0,215.0,360.0,306.0,339.0,33.0,393.0,16.0,8.0,68.0,297.0,401.0,178.0,771.0,167.0,261.0,254.0,489.0,222.0,374.0,258.0,317.0,326.0,347.0,311.0,357.0,194.0,68.0,39.0,251.0,133.0,94.0,285.0,77.0,110.0,80.0,17.0,0.0,218.0,131.0,115.0,324.0
SOC,Superior olivary complex,387.0,1325.0,642.0,417.0,732.0,166.0,592.0,732.0,500.0,824.0,444.0,1092.0,313.0,541.0,153.0,446.0,393.0,1048.0,319.0,1163.0,775.0,31.0,37.0,38.0,148.0,822.0,599.0,701.0,669.0,1036.0,327.0,297.0,880.0,588.0,1073.0,2388.0,111.0,544.0,248.0,409.0,505.0,993.0,396.0,633.0,424.0,519.0,565.0,483.0,44.0,214.0,170.0,1000.0,376.0,1065.0,501.0,512.0,382.0,245.0,298.0,114.0,691.0,1344.0,1083.0,2022.0
PB,Parabrachial nucleus,1023.0,5277.0,5196.0,4695.0,4397.0,4256.0,5676.0,6249.0,3374.0,6393.0,8499.0,6271.0,1406.0,7380.0,5363.0,2813.0,1290.0,4357.0,4115.0,2736.0,2985.0,1929.0,5267.0,3409.0,8119.0,5527.0,11310.0,3189.0,4919.0,6536.0,339.0,7340.0,5617.0,7457.0,6220.0,14251.0,5737.0,8063.0,5669.0,12101.0,6246.0,7240.0,3987.0,7052.0,5680.0,4173.0,5751.0,6622.0,5241.0,2121.0,4416.0,9447.0,4930.0,4675.0,2974.0,2907.0,6005.0,2244.0,1825.0,337.0,6372.0,2601.0,1817.0,6693.0
PSV,Principal sensory nucleus of the trigeminal,71.0,2202.0,84.0,419.0,531.0,308.0,722.0,535.0,109.0,507.0,379.0,383.0,83.0,397.0,118.0,142.0,73.0,185.0,288.0,71.0,123.0,84.0,140.0,55.0,417.0,861.0,1742.0,865.0,137.0,1502.0,1064.0,599.0,579.0,119.0,371.0,623.0,324.0,500.0,238.0,291.0,145.0,322.0,60.0,361.0,147.0,71.0,137.0,304.0,202.0,256.0,125.0,339.0,55.0,1253.0,77.0,152.0,646.0,216.0,144.0,48.0,339.0,296.0,171.0,1562.0
PRNc,Pontine reticular nucleus caudal part,1003.0,5560.0,1558.0,1353.0,2770.0,2286.0,2670.0,1485.0,1106.0,3253.0,5739.0,4116.0,1660.0,1393.0,1864.0,1729.0,1179.0,1924.0,967.0,751.0,1225.0,967.0,961.0,662.0,4987.0,3849.0,8733.0,2609.0,3942.0,4307.0,2301.0,3360.0,2576.0,2477.0,3066.0,5296.0,1401.0,4486.0,1985.0,5639.0,3809.0,4663.0,2427.0,3392.0,3226.0,3514.0,5951.0,3239.0,1554.0,1641.0,1014.0,3800.0,528.0,2783.0,1333.0,678.0,2923.0,1192.0,1572.0,305.0,2047.0,2872.0,989.0,5657.0
DR,Dorsal nucleus raphe,2.0,1200.0,579.0,524.0,1239.0,651.0,551.0,361.0,630.0,1154.0,870.0,1139.0,559.0,390.0,992.0,486.0,452.0,409.0,239.0,275.0,551.0,460.0,660.0,387.0,1381.0,1142.0,1183.0,605.0,835.0,479.0,329.0,867.0,316.0,499.0,158.0,1637.0,422.0,1565.0,815.0,2327.0,1050.0,1177.0,575.0,784.0,665.0,994.0,1084.0,1121.0,485.0,499.0,92.0,1242.0,174.0,315.0,69.0,149.0,914.0,692.0,1079.0,220.0,697.0,187.0,327.0,722.0
NLL,Nucleus of the lateral lemniscus,418.0,3557.0,499.0,461.0,806.0,446.0,722.0,723.0,424.0,1026.0,994.0,1588.0,1128.0,988.0,718.0,338.0,300.0,427.0,526.0,206.0,314.0,116.0,228.0,149.0,636.0,1116.0,2823.0,598.0,259.0,553.0,3921.0,1448.0,129.0,163.0,247.0,1241.0,609.0,545.0,694.0,683.0,1144.0,1127.0,661.0,1032.0,326.0,522.0,790.0,698.0,88.0,803.0,250.0,724.0,227.0,476.0,25.0,75.0,2393.0,313.0,465.0,324.0,261.0,342.0,168.0,1870.0
AT,Anterior tegmental nucleus,28.0,294.0,60.0,57.0,58.0,150.0,43.0,30.0,23.0,82.0,82.0,62.0,53.0,35.0,35.0,50.0,14.0,27.0,30.0,13.0,15.0,30.0,34.0,26.0,110.0,95.0,209.0,85.0,24.0,20.0,163.0,103.0,5.0,40.0,15.0,54.0,25.0,83.0,35.0,121.0,144.0,196.0,72.0,133.0,98.0,128.0,169.0,135.0,50.0,59.0,29.0,51.0,3.0,11.0,17.0,0.0,137.0,21.0,93.0,6.0,22.0,9.0,25.0,22.0
DT,Dorsal terminal nucleus of the accessory optic tract,41.0,97.0,31.0,15.0,79.0,102.0,19.0,56.0,23.0,49.0,41.0,36.0,108.0,50.0,23.0,23.0,14.0,36.0,38.0,9.0,33.0,17.0,26.0,24.0,83.0,32.0,98.0,58.0,42.0,7.0,68.0,80.0,5.0,15.0,15.0,15.0,23.0,34.0,33.0,37.0,42.0,36.0,21.0,35.0,79.0,24.0,13.0,18.0,18.0,99.0,30.0,48.0,36.0,30.0,6.0,0.0,24.0,50.0,23.0,36.0,12.0,19.0,25.0,37.0
MT,Medial terminal nucleus of the accessory optic tract,13.0,398.0,66.0,110.0,50.0,77.0,76.0,103.0,61.0,96.0,168.0,117.0,47.0,244.0,63.0,45.0,28.0,78.0,52.0,19.0,54.0,73.0,78.0,43.0,221.0,279.0,410.0,44.0,210.0,64.0,321.0,177.0,15.0,45.0,64.0,59.0,61.0,90.0,118.0,265.0,155.0,208.0,114.0,160.0,185.0,120.0,226.0,119.0,79.0,77.0,43.0,158.0,44.0,163.0,147.0,105.0,103.0,9.0,40.0,31.0,68.0,115.0,37.0,215.0
SNc,Substantia nigra compact part,41.0,1715.0,150.0,244.0,196.0,120.0,217.0,318.0,321.0,172.0,249.0,219.0,337.0,1011.0,137.0,149.0,73.0,116.0,206.0,105.0,136.0,120.0,106.0,138.0,594.0,555.0,1380.0,158.0,613.0,507.0,1241.0,553.0,94.0,74.0,79.0,138.0,124.0,391.0,167.0,256.0,529.0,475.0,267.0,338.0,392.0,471.0,624.0,391.0,92.0,140.0,165.0,331.0,94.0,174.0,163.0,80.0,279.0,84.0,105.0,137.0,56.0,174.0,34.0,224.0
LT,Lateral terminal nucleus of the accessory optic tract,29.0,166.0,21.0,21.0,62.0,30.0,29.0,45.0,61.0,13.0,54.0,22.0,5.0,65.0,30.0,13.0,16.0,9.0,18.0,8.0,7.0,11.0,27.0,26.0,41.0,56.0,272.0,59.0,46.0,26.0,221.0,54.0,35.0,5.0,49.0,104.0,16.0,32.0,21.0,39.0,28.0,48.0,25.0,52.0,32.0,44.0,48.0,48.0,12.0,16.0,28.0,37.0,41.0,14.0,11.0,8.0,137.0,37.0,50.0,10.0,6.0,19.0,3.0,75.0
IF,Interfascicular nucleus raphe,33.0,594.0,94.0,334.0,258.0,192.0,462.0,274.0,67.0,467.0,415.0,508.0,126.0,535.0,392.0,73.0,61.0,119.0,279.0,83.0,189.0,100.0,179.0,384.0,371.0,490.0,1327.0,116.0,303.0,230.0,1118.0,494.0,663.0,252.0,435.0,410.0,194.0,285.0,676.0,1177.0,816.0,748.0,512.0,545.0,771.0,707.0,891.0,906.0,94.0,196.0,135.0,197.0,393.0,548.0,152.0,44.0,522.0,32.0,220.0,56.0,342.0,1105.0,324.0,607.0
IPN,Interpeduncular nucleus,109.0,3159.0,143.0,1006.0,794.0,387.0,675.0,346.0,302.0,1353.0,752.0,750.0,300.0,805.0,634.0,408.0,75.0,205.0,321.0,179.0,384.0,364.0,435.0,289.0,178.0,442.0,2388.0,328.0,214.0,486.0,2362.0,160.0,272.0,287.0,173.0,806.0,636.0,532.0,626.0,1053.0,1432.0,1961.0,1546.0,1195.0,1843.0,2066.0,1553.0,2222.0,128.0,225.0,161.0,529.0,66.0,241.0,188.0,127.0,1701.0,77.0,249.0,200.0,289.0,946.0,302.0,781.0
RL,Rostral linear nucleus raphe,87.0,713.0,137.0,130.0,260.0,252.0,254.0,317.0,244.0,290.0,387.0,493.0,100.0,459.0,335.0,107.0,91.0,141.0,141.0,61.0,116.0,238.0,203.0,337.0,185.0,253.0,655.0,286.0,325.0,399.0,954.0,627.0,875.0,237.0,638.0,836.0,131.0,384.0,499.0,764.0,333.0,433.0,323.0,365.0,305.0,422.0,462.0,675.0,157.0,122.0,204.0,348.0,138.0,188.0,249.0,36.0,295.0,49.0,342.0,197.0,554.0,912.0,115.0,230.0
CLI,Central linear nucleus raphe,202.0,940.0,226.0,244.0,429.0,240.0,290.0,572.0,171.0,462.0,540.0,465.0,190.0,271.0,629.0,45.0,144.0,171.0,228.0,108.0,234.0,241.0,218.0,347.0,558.0,718.0,735.0,269.0,421.0,161.0,325.0,486.0,485.0,227.0,138.0,643.0,122.0,418.0,561.0,1126.0,693.0,620.0,354.0,535.0,608.0,475.0,947.0,733.0,168.0,17.0,204.0,411.0,382.0,479.0,72.0,58.0,241.0,78.0,304.0,241.0,557.0,532.0,401.0,401.0
PPN,Pedunculopontine nucleus,3855.0,4841.0,2466.0,1629.0,3327.0,4260.0,2687.0,1967.0,2284.0,3741.0,4670.0,3378.0,1801.0,1847.0,2291.0,2285.0,820.0,2432.0,1944.0,764.0,1438.0,1490.0,2350.0,1101.0,6130.0,4051.0,11626.0,2263.0,2165.0,2894.0,4006.0,3918.0,905.0,1642.0,1577.0,4727.0,2659.0,5420.0,2648.0,3549.0,4399.0,4507.0,2039.0,3930.0,3307.0,3786.0,4075.0,4796.0,1691.0,2180.0,1600.0,3139.0,1109.0,1344.0,692.0,476.0,4345.0,1175.0,2344.0,357.0,1845.0,812.0,765.0,2287.0
AN,Ansiform lobule,2008.0,17783.0,2420.0,2917.0,8543.0,2863.0,3216.0,4216.0,2567.0,9924.0,3749.0,8040.0,3424.0,4076.0,1926.0,1668.0,2700.0,4189.0,511.0,4804.0,1073.0,727.0,1770.0,1142.0,1852.0,14588.0,18129.0,7684.0,5858.0,3018.0,8459.0,3794.0,146473.0,20402.0,155670.0,247192.0,1570.0,1333.0,3821.0,6129.0,10361.0,7724.0,7108.0,10821.0,10418.0,12401.0,6929.0,5788.0,1807.0,5412.0,2470.0,13725.0,24717.0,9024.0,10205.0,19500.0,2081.0,3138.0,4023.0,873.0,74303.0,6702.0,20558.0,62386.0
IP,Interposed nucleus,63.0,2270.0,123.0,41.0,303.0,107.0,84.0,105.0,78.0,34.0,163.0,55.0,111.0,117.0,63.0,56.0,47.0,57.0,130.0,26.0,33.0,88.0,137.0,60.0,303.0,255.0,1399.0,343.0,95.0,311.0,129.0,244.0,74.0,25.0,59.0,129.0,57.0,60.0,110.0,12.0,392.0,279.0,109.0,213.0,221.0,165.0,286.0,246.0,70.0,33.0,121.0,73.0,30.0,55.0,39.0,105.0,378.0,26.0,93.0,20.0,44.0,50.0,16.0,115.0
FN,Fastigial nucleus,3.0,1262.0,56.0,10.0,666.0,61.0,70.0,25.0,24.0,28.0,58.0,46.0,150.0,71.0,68.0,19.0,9.0,51.0,29.0,10.0,13.0,23.0,71.0,15.0,307.0,364.0,609.0,146.0,311.0,290.0,19.0,145.0,5.0,49.0,109.0,84.0,33.0,141.0,49.0,86.0,88.0,163.0,52.0,70.0,103.0,160.0,216.0,266.0,18.0,15.0,27.0,131.0,77.0,39.0,28.0,30.0,69.0,18.0,38.0,21.0,40.0,84.0,16.0,75.0
FL,Flocculus,692.0,2184.0,1827.0,2266.0,1643.0,627.0,1434.0,941.0,541.0,847.0,911.0,1699.0,812.0,984.0,294.0,186.0,400.0,1423.0,956.0,1387.0,402.0,440.0,459.0,188.0,635.0,1402.0,8470.0,812.0,309.0,670.0,1213.0,1428.0,2566.0,554.0,3397.0,7358.0,71.0,615.0,368.0,1859.0,3010.0,1916.0,689.0,1580.0,2192.0,2133.0,2480.0,1290.0,41.0,543.0,548.0,1250.0,692.0,1629.0,523.0,860.0,3345.0,320.0,426.0,176.0,2940.0,647.0,420.0,3796.0
PFL,Paraflocculus,1836.0,6483.0,2230.0,1647.0,4997.0,756.0,4168.0,743.0,1219.0,456.0,669.0,987.0,1672.0,3453.0,299.0,1604.0,422.0,869.0,513.0,1020.0,765.0,247.0,296.0,115.0,933.0,1381.0,7718.0,2355.0,1403.0,707.0,2244.0,1510.0,13024.0,2102.0,16812.0,46090.0,865.0,814.0,160.0,1112.0,5567.0,7839.0,1035.0,2446.0,2149.0,6118.0,5628.0,8380.0,396.0,1293.0,945.0,2990.0,2390.0,4346.0,2116.0,5331.0,1490.0,1128.0,495.0,967.0,31451.0,3295.0,2853.0,18669.0
COPY,Copula pyramidis,315.0,2953.0,311.0,284.0,1318.0,518.0,234.0,395.0,382.0,314.0,367.0,469.0,474.0,1825.0,409.0,313.0,57.0,148.0,291.0,216.0,56.0,107.0,270.0,149.0,535.0,1537.0,15388.0,1415.0,897.0,589.0,2921.0,1007.0,27671.0,346.0,26677.0,51084.0,108.0,137.0,450.0,219.0,1594.0,1547.0,825.0,2267.0,1319.0,1963.0,1827.0,1716.0,446.0,576.0,494.0,2017.0,1491.0,1466.0,1651.0,2512.0,403.0,368.0,182.0,138.0,24765.0,2200.0,1045.0,10971.0
